Customer Name,Order Priority,Product Category,Product Sub-Category,Region,Ship Mode,COGS
Theresa Swint,High,Technology,Computer Peripherals,South,Regular Air,1.99
Theresa Swint,High,Office Supplies,Rubber Bands,South,Regular Air,0.78
Theresa Swint,High,Office Supplies,Storage & Organization,South,Regular Air,6.13
John Huston,Low,Furniture,Chairs & Chairmats,South,Delivery Truck,64.73
John Huston,Low,Office Supplies,Envelopes,South,Regular Air,8.29
Andy Reiter,Medium,Office Supplies,Storage & Organization,South,Regular Air,9.45
Carlos Meador,Critical,Office Supplies,Appliances,West,Express Air,7.2
Carlos Meador,Critical,Office Supplies,Binders and Binder Accessories,West,Regular Air,1.49
Grant Thornton,Not Specified,Furniture,Office Furnishings,West,Regular Air,0.96
Grant Thornton,Not Specified,Technology,Telephones and Communication,West,Regular Air,8.99
Pierre Wener,Critical,Technology,Computer Peripherals,East,Regular Air,5.14
Cynthia Arntzen,Critical,Office Supplies,Paper,South,Express Air,8.19
Joni Blumstein,Low,Office Supplies,Appliances,Central,Regular Air,19.99
Brian Stugart,Low,Technology,Office Machines,West,Delivery Truck,17.85
Brian Stugart,Low,Office Supplies,Paper,West,Regular Air,5.09
Erica Bern,Not Specified,Technology,Computer Peripherals,Central,Regular Air,6.13
Erica Bern,Not Specified,Furniture,Office Furnishings,Central,Regular Air,56.2
Mike Vittorini,Not Specified,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.85
Matthew Grinstein,Critical,Technology,Computer Peripherals,West,Regular Air,1.99
Matthew Grinstein,Critical,Office Supplies,Labels,West,Express Air,0.5
Matthew Grinstein,Critical,Office Supplies,Storage & Organization,West,Regular Air,35
Nora Price,Medium,Technology,Office Machines,South,Express Air,19.99
Alan Hwang,Not Specified,Furniture,Chairs & Chairmats,Central,Delivery Truck,57.2
Alan Hwang,Not Specified,Office Supplies,Storage & Organization,Central,Regular Air,35
Bradley Nguyen,High,Technology,Computer Peripherals,East,Regular Air,7.12
Bradley Nguyen,High,Office Supplies,Envelopes,East,Regular Air,5.3
Randy Ferguson,Critical,Office Supplies,Paper,South,Regular Air,7.44
Randy Ferguson,Critical,Office Supplies,Paper,South,Regular Air,7.37
Sally Matthias,Low,Furniture,Bookcases,Central,Delivery Truck,44.55
Steve Nguyen,High,Technology,Computer Peripherals,East,Regular Air,1.99
Jill Fjeld,Critical,Furniture,Office Furnishings,West,Regular Air,5.22
Art Foster,Critical,Office Supplies,Labels,East,Express Air,0.5
Grant Carroll,Low,Office Supplies,Paper,Central,Regular Air,7.5
Matt Collister,Not Specified,Office Supplies,Storage & Organization,East,Express Air,35
Bradley Nguyen,High,Furniture,Tables,East,Delivery Truck,43.75
Tom Prescott,Not Specified,Office Supplies,Paper,East,Regular Air,1.22
Edward Becker,Medium,Office Supplies,Envelopes,Central,Regular Air,1.39
Katherine Nockton,Low,Office Supplies,Storage & Organization,East,Regular Air,35
Denny Joy,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,5.36
Denny Joy,Medium,Office Supplies,Envelopes,South,Regular Air,1.39
Denny Joy,Medium,Office Supplies,Labels,South,Regular Air,0.5
Ken Brennan,Medium,Office Supplies,Pens & Art Supplies,East,Regular Air,0.94
Scot Wooten,Not Specified,Office Supplies,Pens & Art Supplies,South,Regular Air,13.89
Nona Balk,High,Office Supplies,Appliances,South,Regular Air,13.99
Nona Balk,High,Technology,Telephones and Communication,South,Regular Air,3.3
Nona Balk,High,Technology,Telephones and Communication,South,Regular Air,8.99
Nona Balk,High,Furniture,Tables,South,Delivery Truck,69.64
Muhammed MacIntyre,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,13.18
Muhammed MacIntyre,Not Specified,Office Supplies,Paper,Central,Express Air,5.01
Muhammed MacIntyre,Not Specified,Office Supplies,Paper,Central,Regular Air,5.09
Sibella Parks,Critical,Furniture,Office Furnishings,West,Regular Air,5.08
George Zrebassa,Low,Office Supplies,Labels,East,Regular Air,0.5
Christopher Conant,High,Office Supplies,Paper,West,Regular Air,6.35
Michael Nguyen,High,Office Supplies,Envelopes,Central,Regular Air,19.99
Andy Yotov,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.71
John Murray,Medium,Furniture,Chairs & Chairmats,Central,Delivery Truck,54.31
Frank Hawley,High,Technology,Computer Peripherals,Central,Regular Air,1.99
Rose O'Brian,Medium,Office Supplies,Pens & Art Supplies,Central,Regular Air,0.81
Rose O'Brian,Medium,Technology,Telephones and Communication,Central,Regular Air,1.25
Michelle Ellison,High,Office Supplies,Storage & Organization,Central,Regular Air,9.37
Allen Armold,Critical,Office Supplies,Paper,South,Express Air,5.08
Allen Armold,Critical,Office Supplies,"Scissors, Rulers and Trimmers",South,Regular Air,6.14
Ed Braxton,High,Technology,Office Machines,West,Delivery Truck,15.59
Ed Braxton,High,Office Supplies,Appliances,West,Regular Air,49
Ed Braxton,High,Office Supplies,Paper,West,Regular Air,11.54
Ed Braxton,High,Office Supplies,Storage & Organization,West,Delivery Truck,28.66
Dan Reichenbach,Low,Office Supplies,Paper,Central,Express Air,5.16
Jenna Caffey,Critical,Office Supplies,Paper,East,Regular Air,5.01
Jill Matthias,Low,Technology,Telephones and Communication,West,Regular Air,0.99
Alex Russell,Medium,Office Supplies,Labels,West,Regular Air,0.5
Alex Russell,Medium,Office Supplies,Paper,West,Express Air,1.3
Khloe Miller,Critical,Furniture,Office Furnishings,Central,Regular Air,37.58
Kristina Nunn,High,Technology,Computer Peripherals,Central,Regular Air,1.99
MaryBeth Skach,Not Specified,Furniture,Office Furnishings,South,Regular Air,5.32
MaryBeth Skach,Not Specified,Office Supplies,Storage & Organization,South,Regular Air,7.69
MaryBeth Skach,Not Specified,Office Supplies,Appliances,South,Express Air,4.98
Cynthia Voltz,High,Technology,Computer Peripherals,West,Regular Air,2.74
Cynthia Voltz,High,Furniture,Tables,West,Regular Air,69
Tom Boeckenhauer,Low,Furniture,Tables,West,Delivery Truck,51.94
Annie Thurman,High,Office Supplies,Labels,West,Express Air,0.49
Ken Heidel,High,Office Supplies,Pens & Art Supplies,Central,Express Air,0.83
Edward Becker,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,2.99
Edward Becker,Not Specified,Office Supplies,Paper,Central,Regular Air,5.12
Nora Paige,Not Specified,Office Supplies,Pens & Art Supplies,West,Regular Air,8.99
Nora Paige,Not Specified,Office Supplies,Storage & Organization,West,Regular Air,35
Nora Paige,Not Specified,Technology,Telephones and Communication,West,Regular Air,1.25
Keith Dawkins,High,Furniture,Office Furnishings,South,Regular Air,3.63
Alan Haines,High,Furniture,Tables,East,Delivery Truck,46.59
Alan Haines,Low,Furniture,Bookcases,East,Delivery Truck,54.74
Alan Haines,Low,Office Supplies,Paper,East,Regular Air,3.01
Paul Lucas,Low,Office Supplies,Appliances,East,Express Air,13.66
Helen Wasserman,High,Furniture,Tables,East,Delivery Truck,85.63
Dave Poirier,Critical,Office Supplies,Rubber Bands,East,Regular Air,1.38
Dave Poirier,Critical,Furniture,Bookcases,East,Delivery Truck,35.89
Dave Poirier,Critical,Furniture,Office Furnishings,East,Regular Air,5.92
Jim Mitchum,Not Specified,Furniture,Office Furnishings,Central,Regular Air,5.41
Jim Mitchum,Not Specified,Technology,Telephones and Communication,Central,Regular Air,10.78
Doug Bickford,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,11.63
Doug Bickford,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,14.72
Nathan Mautz,Not Specified,Office Supplies,Rubber Bands,South,Regular Air,0.7
Troy Blackwell,Low,Furniture,Office Furnishings,East,Regular Air,6.92
Troy Blackwell,Low,Technology,Telephones and Communication,East,Regular Air,3.3
Troy Blackwell,Low,Technology,Telephones and Communication,East,Regular Air,5
Theresa Coyne,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Regular Air,2.99
Theresa Coyne,Not Specified,Office Supplies,Paper,Central,Regular Air,6.72
Theresa Coyne,Not Specified,Office Supplies,Paper,Central,Regular Air,5.74
Resi Polking,Low,Technology,Telephones and Communication,West,Regular Air,5.99
Bobby Trafton,Low,Technology,Telephones and Communication,East,Regular Air,8.08
Helen Wasserman,Not Specified,Technology,Computer Peripherals,East,Regular Air,1.99
Frank Hawley,Not Specified,Technology,Office Machines,Central,Regular Air,13.99
Frank Hawley,Not Specified,Office Supplies,Storage & Organization,Central,Regular Air,11.87
Cyma Kinney,Critical,Furniture,Office Furnishings,West,Regular Air,5.22
Cyma Kinney,Critical,Office Supplies,Labels,West,Regular Air,0.5
Karl Brown,Medium,Office Supplies,Paper,East,Regular Air,6.79
Ralph Kennedy,High,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
MaryBeth Skach,Critical,Office Supplies,Pens & Art Supplies,South,Regular Air,2.36
Dennis Pardue,High,Technology,Computer Peripherals,South,Regular Air,4
Brian Dahlen,Critical,Office Supplies,Pens & Art Supplies,South,Regular Air,6.17
Denny Blanton,Critical,Office Supplies,Rubber Bands,East,Regular Air,1.35
Vivian Mathis,Medium,Office Supplies,Appliances,East,Regular Air,4.5
Craig Leslie,Not Specified,Furniture,Chairs & Chairmats,South,Delivery Truck,30
Craig Leslie,Not Specified,Office Supplies,Storage & Organization,South,Express Air,13.99
Craig Leslie,Not Specified,Technology,Telephones and Communication,South,Regular Air,1.1
Gene Hale,Low,Office Supplies,Binders and Binder Accessories,Central,Regular Air,1.49
Gene Hale,Low,Furniture,Chairs & Chairmats,Central,Delivery Truck,30
Lela Donovan,Medium,Office Supplies,Pens & Art Supplies,Central,Regular Air,2.89
Brian Stugart,Critical,Office Supplies,Binders and Binder Accessories,West,Regular Air,5.19
Steven Ward,High,Technology,Computer Peripherals,South,Express Air,10.25
Mike Kennedy,Low,Technology,Office Machines,Central,Delivery Truck,15.59
Deborah Brumfield,Low,Technology,Computer Peripherals,South,Regular Air,7.18
Ivan Liston,High,Furniture,Office Furnishings,Central,Regular Air,13.99
Ivan Liston,High,Office Supplies,Pens & Art Supplies,Central,Regular Air,8.99
Beth Thompson,Critical,Furniture,Bookcases,Central,Delivery Truck,60.49
Rick Duston,Medium,Office Supplies,Paper,Central,Regular Air,5.67
Rick Duston,Medium,Office Supplies,Envelopes,East,Regular Air,19.99
Henia Zydlo,Medium,Office Supplies,Binders and Binder Accessories,South,Regular Air,6.05
Henia Zydlo,Medium,Office Supplies,Paper,South,Regular Air,6.6
Henia Zydlo,Medium,Furniture,Tables,South,Delivery Truck,80.2
Jason Klamczynski,Not Specified,Technology,Telephones and Communication,East,Regular Air,2.5
Jessica Myrick,Medium,Furniture,Chairs & Chairmats,East,Delivery Truck,30
Charles Sheldon,Medium,Technology,Office Machines,Central,Regular Air,13.99
Charles Sheldon,Medium,Office Supplies,Storage & Organization,Central,Delivery Truck,53.03
Charles Sheldon,Medium,Technology,Telephones and Communication,Central,Express Air,0.99
Tim Taslimi,Not Specified,Technology,Office Machines,West,Delivery Truck,56.14
Dennis Kane,Not Specified,Furniture,Chairs & Chairmats,East,Delivery Truck,42
Dennis Kane,Not Specified,Technology,Copiers and Fax,East,Regular Air,24.49
Dennis Kane,Not Specified,Office Supplies,Paper,East,Regular Air,5.76
Cindy Stewart,High,Office Supplies,Paper,West,Regular Air,10.75
Ralph Kennedy,Not Specified,Furniture,Office Furnishings,Central,Regular Air,3.77
Ralph Kennedy,Not Specified,Office Supplies,Paper,Central,Regular Air,7.49
Sung Pak,Medium,Office Supplies,Paper,West,Regular Air,7.96
Harry Marie,Low,Technology,Computer Peripherals,East,Regular Air,6.5
Tracy Collins,Not Specified,Office Supplies,Paper,South,Regular Air,5.77
Tracy Collins,Not Specified,Office Supplies,Pens & Art Supplies,South,Regular Air,8.99
Bruce Stewart,Not Specified,Office Supplies,Binders and Binder Accessories,Central,Express Air,2.99
Karl Brown,Critical,Office Supplies,Binders and Binder Accessories,East,Regular Air,1.49
Lena Hernandez,Low,Furniture,Chairs & Chairmats,Central,Delivery Truck,42
Lena Hernandez,Low,Furniture,Office Furnishings,Central,Regular Air,2.03
Tracy Blumstein,High,Office Supplies,Storage & Organization,South,Regular Air,35
Tracy Blumstein,High,Office Supplies,Storage & Organization,South,Regular Air,5.5
Tracy Blumstein,High,Technology,Telephones and Communication,South,Regular Air,7.69
Valerie Dominguez,Medium,Technology,Computer Peripherals,South,Regular Air,4
Gene Hale,Not Specified,Office Supplies,Storage & Organization,Central,Regular Air,5.03
Becky Pak,Critical,Technology,Telephones and Communication,West,Regular Air,5.99
Darren Powers,Critical,Furniture,Office Furnishings,Central,Regular Air,0.96
Darren Powers,Critical,Office Supplies,Pens & Art Supplies,Central,Regular Air,3.97
Lauren Leatherbury,Critical,Office Supplies,Binders and Binder Accessories,West,Express Air,6.16
Lauren Leatherbury,Critical,Furniture,Office Furnishings,West,Regular Air,4.95
Sonia Sunley,Medium,Office Supplies,Binders and Binder Accessories,Central,Regular Air,6.46
Muhammed Lee,Low,Office Supplies,Pens & Art Supplies,West,Regular Air,5.53
Lauren Leatherbury,Not Specified,Technology,Computer Peripherals,West,Regular Air,9.02
Karl Brown,High,Office Supplies,Paper,East,Regular Air,4.75
Karl Brown,High,Office Supplies,Pens & Art Supplies,East,Regular Air,1
Karl Brown,High,Technology,Telephones and Communication,East,Regular Air,8.99
Darren Powers,Critical,Office Supplies,Paper,Central,Regular Air,6.41
Darren Powers,Critical,Office Supplies,Storage & Organization,Central,Delivery Truck,45
Anthony Witt,High,Furniture,Bookcases,Central,Delivery Truck,54.11
Ralph Knight,Low,Technology,Computer Peripherals,Central,Regular Air,4
Bobby Trafton,Medium,Furniture,Tables,East,Delivery Truck,52.2
Bobby Trafton,Medium,Office Supplies,Appliances,East,Regular Air,3.5
Steve Nguyen,High,Office Supplies,Pens & Art Supplies,East,Regular Air,0.7
Steve Nguyen,High,Technology,Telephones and Communication,East,Express Air,4.2
Steve Chapman,Low,Furniture,Office Furnishings,South,Regular Air,6.15
Brenda Bowman,Medium,Furniture,Tables,East,Delivery Truck,46.59
Nicole Brennan,High,Office Supplies,Labels,South,Regular Air,0.5
Nicole Brennan,High,Office Supplies,Pens & Art Supplies,South,Regular Air,6.17
Sarah Brown,Not Specified,Office Supplies,Appliances,West,Express Air,4.5
Sarah Brown,Not Specified,Office Supplies,Envelopes,West,Regular Air,5.3
Lisa DeCherney,Medium,Technology,Telephones and Communication,Central,Regular Air,3.99
Carl Jackson,Not Specified,Office Supplies,Appliances,Central,Regular Air,0.99
Carl Jackson,Not Specified,Furniture,Bookcases,Central,Delivery Truck,36.61
Michael Dominguez,High,Technology,Telephones and Communication,Central,Express Air,5.03
David Smith,Low,Office Supplies,Labels,Central,Regular Air,0.49
David Smith,Low,Office Supplies,Pens & Art Supplies,Central,Regular Air,1.56
Juliana Krohn,Not Specified,Technology,Copiers and Fax,West,Regular Air,24.49
Juliana Krohn,Not Specified,Technology,Telephones and Communication,West,Regular Air,8.99
Angele Hood,Medium,Office Supplies,Binders and Binder Accessories,Central,Express Air,19.99
Robert Marley,Low,Office Supplies,Storage & Organization,East,Regular Air,6.25
John Lee,Not Specified,Office Supplies,Binders and Binder Accessories,South,Express Air,5.47
John Lee,Not Specified,Furniture,Office Furnishings,South,Regular Air,4.57
John Lee,Not Specified,Furniture,Tables,South,Delivery Truck,51.94
Jason Fortune,Low,Furniture,Chairs & Chairmats,West,Delivery Truck,14.36
Jason Fortune,Low,Technology,Telephones and Communication,West,Regular Air,2.5
Michael Moore,High,Technology,Telephones and Communication,South,Regular Air,4.9
Janet Lee,High,Office Supplies,Paper,South,Regular Air,8.68
Cari Sayre,Low,Technology,Telephones and Communication,West,Express Air,8.8
Shahid Hopkins,Medium,Furniture,Bookcases,Central,Delivery Truck,35.84
Giulietta Dortch,Low,Office Supplies,Pens & Art Supplies,West,Regular Air,2.89
Denise Monton,Medium,Technology,Computer Peripherals,South,Regular Air,7.18
Denise Monton,Medium,Office Supplies,Pens & Art Supplies,South,Regular Air,2.4
Quincy Jones,High,Office Supplies,Paper,South,Regular Air,4.7
Randy Bradley,Critical,Furniture,Bookcases,South,Delivery Truck,44.55
Randy Bradley,Critical,Office Supplies,Storage & Organization,South,Regular Air,4.51
Lori Olson,Critical,Technology,Computer Peripherals,South,Regular Air,1.99
Ed Braxton,Medium,Office Supplies,Storage & Organization,West,Regular Air,8.22
Ed Braxton,Medium,Furniture,Tables,West,Delivery Truck,27.75
Rick Wilson,High,Technology,Telephones and Communication,South,Express Air,8.99
Rick Wilson,High,Technology,Telephones and Communication,South,Regular Air,8.99
Erica Hernandez,Not Specified,Office Supplies,Pens & Art Supplies,East,Express Air,8.99
Erica Hernandez,Not Specified,Office Supplies,Envelopes,East,Express Air,2.5
Ted Trevino,Medium,Furniture,Bookcases,Central,Delivery Truck,36.61
Matthew Grinstein,High,Furniture,Office Furnishings,West,Regular Air,5.22
Carl Weiss,Low,Office Supplies,Paper,South,Express Air,2.15
